NO,Department,Name,MODEL,SERIAL,MANUFACTURER,LOG_Number,Installation_Date,Warranty_End,PPM_Q_I_date,PPM_Q_I_engineer,PPM_Q_II_engineer,PPM_Q_III_engineer,PPM_Q_IV_engineer,Unnamed: 14
525,LDR,INFANT WARMER,HKN-500AB,AF8BD0044001,NINGBO,2266,,,2/9/2026,MANU,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
526,LDR,INFANT WARMER,1W931AEU,61218001535,FISHER&PAYKAL,2315,,,3/9/2026,MANU,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
527,LDR,INFANT WARMER,COSYCOT,61018002256,FISHER&PAYKAL,2319,,,4/9/2026,MANU,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
528,LDR,INFUSION PUMP,OPTIMA,19770201,FRESENIUS,2286,,,5/9/2026,ARUN,SUJITH,JAYAPRAKASH,SUJITH,
529,LDR,INFUSION PUMP,OPTIMA PT,19719788,FRESENIUS,2300,,,6/9/2026,ARUN,SUJITH,ARUN,SUJITH,
530,LDR,INFUSION PUMP ,OPTIMA PT IS,19770200,FRESENIUS,2249,,,7/9/2026,ARUN,SUJITH,ARUN,SUJITH,
531,LDR,INFUSION PUMP ,Optima PT-IS,19866374,"Fresenius, Vial France",2260,,,8/9/2026,ARUN,SUJITH,ARUN,SUJITH,
532,LDR,INFUSION PUMP ,OPTIMA PT,19470158,"Fresenius Vial, France",2274,,,9/9/2026,ARUN,SUJITH,ARUN,SUJITH,
533,LDR,INFUSION PUMP ,Optima PT-IS,19770199,"Fresenius, Vial France",2294,,,10/9/2026,ARUN,SUJITH,ARUN,SUJITH,
534,LDR,INFUSION PUMP ,Optima PT-IS,19357626,"Fresenius Vial, France",2314,,,11/9/2026,ARUN,SUJITH,ARUN,SUJITH,
535,LDR,INFUSION PUMP ,Optima PT-IS,027390-19770208,"Fresenius Vial, France",2323,,,12/9/2026,ARUN,SUJITH,ARUN,SUJITH,
536,LDR,NITROUS MACHINE,40151602,D3S2-12682,MATRIX,2251,,,13/09/2026,ARUN,SUJITH,ARUN,SUJITH,
537,LDR,NITROUS MACHINE,DIGITAL MDM,D3S2-12681,PARKER HANNIFIN,2264,,,14/09/2026,ARUN,SUJITH,ARUN,SUJITH,
538,LDR,NITROUS MACHINE,DIGITAL MDM,D3S2-11617,PARKER HANNIFIN,2275,,,15/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
539,LDR,NITROUS MACHINE,Digital MDM,D3S2-12133,MATRIX USA,2284,,,16/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
540,LDR,NITROUS MACHINE,Digital MDM,0610DMM4747,MATRIX USA,2297,,,17/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
541,LDR,NITROUS MACHINE,DIGITAL MDM,D3S2-10070,PARKER HANNIFIN,2302,,,18/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
542,LDR,NITROUS MACHINE,DIGITAL MDM,D3S2-1213-22,MATRX,2313,,,19/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
543,LDR,NITROUS MACHINE,DIGITAL MDM,D3S2-10989,MATRX,2317,,,20/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
544,LDR,NITROUS MACHINE,Digital DMD,D3S2-10016,MATRIX USA,2336,,,21/09/2026,JAYAPRAKASH,MANU,JAYAPRAKASH,MANU,
545,LDR,PATIENT MONITOR,VITAPIA 7000K,5BM000271,"Trismed, Co, Ltd.Korea",2252,,,22/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
546,LDR,PATIENT MONITOR,VITAPIA7000,22030100054,"Trismed, Co, Ltd.Korea",2255,,,23/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
547,LDR,PATIENT MONITOR,VITAPIA7000,W63PB4833,"Trismed, Co, Ltd.Korea",2268,,,24/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
548,LDR,PATIENT MONITOR,VITAPIA5000V,05AF000642,"Trismed, Co, Ltd.Korea",2281,,,25/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
549,LDR,PATIENT MONITOR,VITAPIA5000V,AW1701201200094,"Trismed, Co, Ltd.Korea",2298,,,26/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
550,LDR,PATIENT MONITOR,740 SELECT-3MS,1340288,CASMED,2305,,,27/09/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
551,LDR,PATIENT MONITOR,VITAPIA5000V,05AF000643,"Trismed, Co, Ltd.Korea",2310,,,28/09/2026,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
552,LDR,PATIENT MONITOR,VITAPIA 7000K,2203010020,TRISMED ,2316,,,29/09/2026,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
553,LDR,PATIENT MONITOR,VITAPIA7000K,21100100093,"Trismed, Co, Ltd.Korea",2329,,,30/09/2026,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
554,LDR,SUCTION MACHINE,HL-SC987,28,YOUNG DONG,2261,,,1/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
555,LDR,SUCTION MACHINE,6-1229,GFHL50727,OHMEDA,2335,,,2/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
556,LDR,SYRINGE PUMP,SP500,3020161-220USN,JMS,2322,,,3/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
557,LDR,SYRINGE PUMP,SP500,3020051-220USN,JMS,2324,,,4/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
558,LDR,SYRINGE PUMP,SP500,3020191-220USN,JMS,2328,,,5/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
559,LDR,SYRINGE PUMP,SP-500,3020011-220USN,JMS,2331,,,6/10/2026,MANU,JAYAPRAKASH,MANU,JAYAPRAKASH,
560,LDR,ULTRASOUND ,DP-9900Plus,ME-9B101445,MINDRAY Bio-Medical,2332,,,7/10/2026,ARUN,SUJITH,ARUN,SUJITH,
561,NICU,ABG MACHINE   1,Cobas b 221,19239,Roche Diagnostic,1473,,,8/10/2026,SUJITH,ARUN,SUJITH,ARUN,
562,NICU,ABG MACHINE   2,EASY BLOOD GAS,101830001,MEDICA,1474,,,9/10/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
563,NICU,BUBBLE CPAP(BLENDER)      1,NEO-BLEND,1302986,BIOMED DEVICES,1485,,,10/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
564,NICU,BUBBLE CPAP(HUMIDIFIER)   1,MR850AEU,1.20214E+11,FISHER&PAYKEL,1486,,,11/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
565,NICU,BUBBLE CPAP(HUMIDIFIER)   2,MR850AEU,1.20214E+11,FISHER&PAYKEL,2620,,,12/10/2026,ARUN,SUJITH,ARUN,SUJITH,
566,NICU,COOLING MACHINE,TECOTHERM NEO,2023-19-09,INTER.BIOMEDICAL,1495,,,13/10/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
567,NICU,COOLING MACHINE,TECOTHERM NEO,2018/34/05,TECCOM/INSPIRATION,2607,,,14/10/2026,SUJITH,ARUN,SUJITH,ARUN,
568,NICU,COOLING MACHINE,TECOTHERM NEO,2023-20-01,INTER.BIOMEDICAL,2606,,,15/10/2026,ARUN,SUJITH,ARUN,SUJITH,
569,NICU,DEFIBRILLATOR,Reanibex/700,2008/20022213#,BEXEN,1476,,,16/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
570,NICU,ECG MACHINE ,EKG PRAKTIK ,AA261068 2022,SEIVA,1402,,,17/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
571,NICU,INFANT VEIN VIEWER   3,AV500,AV19520107,ACCUVEIN,1401,,,18/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
572,NICU,INFANT VENTILATOR ,SLE 6000,6020461066,SLE LtD.Uk,1450,,,19/10/2026,SUJITH,ARUN,SUJITH,ARUN,
573,NICU,INFANT VENTILATOR   ,SLE 6000H ,6030711034,SLE LtD.Uk,1498,,,20/10/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
574,NICU,INFANT VENTILATOR   ,SLE 6000H ,6030711035,SLE LtD.Uk,1458,,,21/10/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
575,NICU,INFANT VENTILATOR   4,SLE5000-G-R,52877 (2009),SLE LtD.Uk,1490,,,22/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
576,NICU,INFANT VENTILATOR   9,SLE6000,6010361008,SLE LtD.Uk,1462,,,23/10/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
577,NICU,INFANT VENTILATOR 11,SLE 6000 ,6020461067,SLE LtD.Uk,1968,,,24/10/2026,SUJITH,ARUN,SUJITH,ARUN,
578,NICU,INFANT WARMER        1,Servo Mobile,61031001257,Fisher and Paykel,1935,,,25/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
579,NICU,INFANT WARMER        10,SERVO cosycot,61018001184,Fisher and Paykel,1944,,,26/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
580,NICU,INFANT WARMER        11,SERVO CONTROL,80223000227,Fisher and Paykel,1946,,,27/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
581,NICU,INFANT WARMER        12,SERVO CONTROL,6108001183,Fisher and Paykel,1943,,,28/10/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
582,NICU,INFANT WARMER        2,Servo Mobile,61031001258,Fisher and Paykel,1950,,,29/10/2026,ARUN,SUJITH,ARUN,SUJITH,
583,NICU,INFANT WARMER        3,Servo CONTROL,91117001359,Fisher and Paykel,1951,,,30/10/2026,ARUN,SUJITH,ARUN,SUJITH,
584,NICU,INFANT WARMER        4,Servo Mobile,90319000448,Fisher and Paykel,1938,,,31/10/2026,ARUN,SUJITH,ARUN,SUJITH,
585,NICU,INFANT WARMER       8,NEOTHERM D10,NTD102K1709027/06,Avi Healthcare PVT LTD,1941,,,1/11/2026,SUJITH,ARUN,SUJITH,ARUN,
586,NICU,INFANT WARMER       9,NEOTHERM P20,NTD202K1708019/02,Avi Healthcare PVT LTD,1940,,,2/11/2026,SUJITH,ARUN,SUJITH,ARUN,
587,NICU,IV INFUSION PUMP        2,OT-701,26120,JMS Co. Ltd,1457,,,3/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
588,NICU,IV INFUSION PUMP        3,OT-701,4630,JMS. Co. Ltd,2613,,,4/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
589,NICU,IV INFUSION PUMP        4,OT-701,27393,JMS. Co. Ltd,1484,,,5/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
590,NICU,IV INFUSION PUMP        7,OT-701,26118,JMS CO. Ltd Japan,1972,,,6/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
591,NICU,IV INFUSION PUMP        8,OT-701,4629,JMS CO. Ltd Japan,1464,,,7/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
592,NICU,JAUNDICE DETECTOR ,BM-10C,AP5BE0006001,DAVID,2753,,,8/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
593,NICU,MEDICAL INCUBATOR   1,Giraffe,HDHK51649,OHMEDA Med. USA,2608,,,9/11/2026,ARUN,SUJITH,ARUN,SUJITH,
594,NICU,MEDICAL INCUBATOR   2,Giraffe,HDHK51648,OHMEDA Med. USA,1448,,,10/11/2026,ARUN,SUJITH,ARUN,SUJITH,
595,NICU,MEDICAL INCUBATOR   3,Giraffe,HDHK51647,OHMEDA Med. USA,1488,,,11/11/2026,ARUN,SUJITH,ARUN,SUJITH,
596,NICU,MEDICAL INCUBATOR   4,Giraffe,HDHK51650,OHMEDA Med. USA,1964,,,12/11/2026,ARUN,SUJITH,ARUN,SUJITH,
597,NICU,MEDICAL INCUBATOR   5,GIRAFFE ,TAAB 70651,G.E HEALTHCARE ,1466,,,13/11/2026,SUJITH,ARUN,SUJITH,ARUN,
598,NICU,MEDICAL INCUBATOR   5,Giraffe,HDHM50782,OHMEDA Med. USA,2611,,,14/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
599,NICU,MEDICAL INCUBATOR   6,Giraffe,HDHN50630,OHMEDA Med. USA,2609,,,15/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
600,NICU,MEDICAL INCUBATOR   7,Giraffe,HDHN50528,OHMEDA Med. USA,2612,,,16/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
601,NICU,MEDICAL INCUBATOR   8,Giraffe,HDHS50194,G.E HEALTHCARE,1460,,,17/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
602,NICU,MEDICAL INCUBATOR   9,Giraffe,HDHS50195,G.E HEALTHCARE,2610,,,18/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
603,NICU,MEDICAL INCUBATOR  12,GIRAFFE ,TAAB  70647,G.E HEALTHCARE ,1482,,,19/11/2026,SUJITH,ARUN,SUJITH,ARUN,
604,NICU,MEDICAL INCUBATOR 10,Giraffe,HDHT50690,G.E HEALTHCARE,1494,,,20/11/2026,SUJITH,ARUN,SUJITH,ARUN,
605,NICU,MEDICAL INCUBATOR 11,Giraffe,HDHT50691,G.E HEALTHCARE,1454,,,21/11/2026,SUJITH,ARUN,SUJITH,ARUN,
606,NICU,NITRIC OXIDE MONITOR,AERONOX 2.0,X-325,INTERNATIONAL BIOMEDICAL,2621,,,22/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
607,NICU,PHOTOTHERAPY CAPSULE 1 ,BILICARE,35008190232,OKUMAN,1478,,,23/11/2026,SUJITH,ARUN,SUJITH,ARUN,
608,NICU,PHOTOTHERAPY CAPSULE 2,XH2-200,A92BAKGO4006,NINGBO-DANDI,1477,,,24/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
609,NICU,PHOTOTHERAPY CAPSULE 3,O-BLOO ,1950L-2199,MEDIPREMA ,1496,,,25/11/2026,SUJITH,ARUN,SUJITH,ARUN,
610,NICU,PHOTOTHERAPY CAPSULE 4,O-BLOO ,1950L-2198 ,MEDIPREMA ,1966,,,26/11/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
611,NICU,PHOTOTHERAPY LAMP    1 (8),Lullaby,SGT 13092026PA,G.E,2605,,,27/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
612,NICU,PHOTOTHERAPY LAMP    2 (9),Lullaby,SGT13092027PA,G.E,2602,,,28/11/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
613,NICU,PHOTOTHERAPY LAMP    3 (10),Lullaby,SGT14426626PA,OHMEDA ,2601,,,29/11/2026,SUJITH,ARUN,SUJITH,ARUN,
614,NICU,PHOTOTHERAPY LAMP    4 (11),Lullaby,SGT14426627PA,OHMEDA,2603,,,30/11/2026,SUJITH,ARUN,SUJITH,ARUN,
615,NICU,PHOTOTHERAPY LAMP    5 (12),Lullaby,SGT14426628PA,OHMEDA ,2604,,,1/12/2026,SUJITH,ARUN,SUJITH,ARUN,
616,NICU,PORTABLE PHOTOTHERAPY,CAREBLUE ,LPT-240-2-1129,ELEKTRONIK YAZILIUM MUHEN,2600,,,2/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
617,NICU,PORTABLE PHOTOTHERAPY,CAREBLUE ,LPT-240-2-1131,ELEKTRONIK YAZILIUM MUHEN,2598,,,3/12/2026,SUJITH,ARUN,SUJITH,ARUN,
618,NICU,PORTABLE PHOTOTHERAPY,CAREBLUE ,LPT-240-2-1128,ELEKTRONIK YAZILIUM MUHEN,2599,,,4/12/2026,SUJITH,ARUN,SUJITH,ARUN,
619,NICU,PORTABLE X-RAY,SIBER MOBILE TS40,T7296,PREMAX,1970,,,5/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
620,NICU,PULSE OXIMETER    1,SAT805 Bitmos,80232658,Bitmos GmBH,1455,,,6/12/2026,ARUN,SUJITH,ARUN,SUJITH,
621,NICU,PULSE OXIMETER    10,SAT805 Bitmos,80232660,Bitmos GmBH,1967,,,7/12/2026,ARUN,SUJITH,ARUN,SUJITH,
622,NICU,PULSE OXIMETER    12,SAT805 Bitmos,71161214,Bitmos GmBH,1974,,,8/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
623,NICU,PULSE OXIMETER    13 (7),SAT805 Bitmos,61130379,Bitmos GmBH,1936,,,9/12/2026,ARUN,SUJITH,ARUN,SUJITH,
624,NICU,PULSE OXIMETER    15 (9),SAT805 Bitmos,71161211,Bitmos GmBH,1948,,,10/12/2026,ARUN,SUJITH,ARUN,SUJITH,
625,NICU,PULSE OXIMETER    18 (12),SAT805 Bitmos,61130380,Bitmos GmBH,1449,,,11/12/2026,ARUN,SUJITH,ARUN,SUJITH,
626,NICU,PULSE OXIMETER    3,SAT805 Bitmos,80232659,Bitmos GmBH,1463,,,12/12/2026,ARUN,SUJITH,ARUN,SUJITH,
627,NICU,PULSE OXIMETER    6,SAT805 Bitmos,80232661,Bitmos GmBH,1952,,,13/12/2026,ARUN,SUJITH,ARUN,SUJITH,
628,NICU,PULSE OXIMETER    8 (4),Bitmos Sat puls,1070054,Bitmos GmBH,1947,,,14/12/2026,ARUN,SUJITH,ARUN,SUJITH,
629,NICU,PULSE OXIMETER    9 (5),Bitmos Sat puls,1070051,Bitmos GmBH,1937,,,15/12/2026,ARUN,SUJITH,ARUN,SUJITH,
630,NICU,PULSE OXIMETER   11,SAT805 Bitmos,71161213,Bitmos GmBH,1467,,,16/12/2026,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
631,NICU,PULSE OXIMETER   16,SAT805 Bitmos,80191887,Bitmos GmBH,1487,,,17/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
632,NICU,PULSE OXIMETER  13,SAT805 Bitmos,71161215,Bitmos GmBH,1492,,,18/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
633,NICU,PULSE OXIMETER  14,SAT805 Bitmos,61130382,Bitmos GmBH,1939,,,19/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
634,NICU,RESPIRATORY HUMIDIFIER     3,MR850AEU,1.70309E+11,FISHER & PAYKEL,2618,,,20/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
635,NICU,RESPIRATORY HUMIDIFIER     4,MR850AEU,1.50727E+11,FISHER & PAYKEL,2617,,,21/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
636,NICU,RESPIRATORY HUMIDIFIER     5,MR850AEU,2.11114E+11,Fisher and paykel,1472,,,22/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
637,NICU,RESPIRATORY HUMIDIFIER    10,MR850AEU,2.21015E+11,Fisher and paykel,1459,,,23/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
638,NICU,RESPIRATORY HUMIDIFIER    11,MR850AEU,1.31007E+11,Fisher and paykel,1491,,,24/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
639,NICU,RESPIRATORY HUMIDIFIER    2  (6),MR850AEU,22104612575,Fisher and paykel,2619,,,25/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
640,NICU,RESPIRATORY HUMIDIFIER    8,MR850AEU,71008017945,Fisher and paykel,1468,,,26/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
641,NICU,RESPIRATORY HUMIDIFIER    8  ,MR850AEU,1.90619E+11,Fisher and paykel,1451,,,27/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
642,NICU,RESPIRATORY HUMIDIFIER    8  (12),MR850AEU,60710014744,Fisher and paykel,1969,,,28/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
643,NICU,SYRINGE PUMP    1,Injectomat Agilia,018090/19741458,Fresenius Vial,1493,,,29/12/2026,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
644,NICU,SYRINGE PUMP    10,SP-500,5090981-220EUN,JMS,2615,,,30/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
645,NICU,SYRINGE PUMP    12,SP-500,6120191-220UKN,JMS,1965,,,31/12/2026,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
646,NICU,SYRINGE PUMP    2,INJECTOMAT AGILIA,018090/19741463,FRESENIUS VIAL,1456,,,1/1/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
647,NICU,SYRINGE PUMP    3,INJECTOMAT AGILIA,018090/19741462,FRESENIUS VIAL,1483,,,2/1/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
648,NICU,SYRINGE PUMP    4,INJECTOMAT AGILIA,018090/19741464,FRESENIUS VIAL,1465,,,3/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
649,NICU,SYRINGE PUMP    5,INJECTOMAT AGILIA,018090/19741457,FRESENIUS VIAL,1479,,,4/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
650,NICU,SYRINGE PUMP    6,INJECTOMAT AGILIA,018090/19741465,FRESENIUS VIAL,1461,,,5/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
651,NICU,SYRINGE PUMP    7,SP-500,5091001-220EUN,JMS,2614,,,6/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
652,NICU,SYRINGE PUMP    9,SP-500,5090961-220EUN,JMS,2616,,,7/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
653,NICU,T-PIECE RESUSCITATOR    2,Neopuff,10020200238,Fisher and Paykel,1929,,,8/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
654,NICU,TRANSPORT INCUBATOR    2    ,Isolette TI500,HY11276,"Drager, USA",2622,,,9/1/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
655,NICU,TRANSPORT VENTILLATOR  ,TR200,2251-16,MEDIX,1971,,,10/1/2027,SUJITH,ARUN,SUJITH,ARUN,
656,NICU,UPS,SLC-6000-TWIN PRO,414741,SALICRU,1452,,,11/1/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
657,NICU,UPS,IST3100005,551101299960NB300047,AEC INT.,1930,,,12/1/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
658,NICU,VITAL SIGN MONITOR,IM3,261436-EMI9CO,EDAN,1469,,,13/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
659,OBG,CENTRIFUGE,DC01,D6M009077,MAAN-LAB,1908,,,14/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
660,OBG,CENTRIFUGE,80-2A,23,HEMLE,1909,,,15/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
661,OBG,COLPOSCOPY,DR.CAMSCOPE,DCSM-01H-103,Sometech Inc.,1820,,,16/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
662,OBG,CTG MACHINE,F3,560034-M22C18890002,EDAN,1799,,,17/01/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
663,OBG,CTG MACHINE,F3,560034-M18A05070001,EDAN,1898,,,18/01/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
664,OBG,DEFIBRILLATOR,360B/IP32,19206305,INNOMED,1831,,,19/01/2027,JAYAPRAKASH,NIXON,JAYAPRAKASH,NIXON,
665,OBG,DEFIBRILLATOR,360-B,16206556,INNOMED,1512,,,20/01/2027,MANU,MANU,MANU,MANU,
666,OBG,ELECTRO SURGICALUNITSMT BMM,SMT ,D90/2010,SMT,1811,,,21/01/2027,SUJITH,ARUN,SUJITH,ARUN,
667,OBG,HYSTEROSCOPHY,TELECAM SLPAL,EIP032295,KARL STORZ,1821,,,22/01/2027,SUJITH,ARUN,SUJITH,ARUN,
668,OBG,INCONTINENCE TREATMENT,MAGNETOM  STYM , 1/236 (2015), ISKRA MEDICAL,1809,,,23/01/2027,SUJITH,ARUN,SUJITH,ARUN,
669,OBG,INFUSION PUMP,OT-701,27397,JMS,1808,,,24/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
670,OBG,LASER MACHINE,SP DYNAMIS,19101628,FOTONA,1807,,,25/01/2027,ARUN,SUJITH,ARUN,SUJITH,
671,OBG,LASER MACHINE,X-DYNAMIS,13003278,FOTONA,1903,,,26/01/2027,ARUN,SUJITH,ARUN,SUJITH,
672,OBG,PRP&CELL THERAPY,642UFD+REGEN,170388AD203,DRUCKER,1812,,,27/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
673,OBG,SPT CENTRIFUGE,D-78532,161772,ITETTICH,1823,,,28/01/2027,NIXON,JAYAPRAKASH,NIXON,JAYAPRAKASH,
674,OBG,SUCTION MACHINE,New Azkir 30,9773,Italian Medical Touch,1813,,,29/01/2027,ARUN,SUJITH,ARUN,SUJITH,
675,OBG,ULTRASOUND,SONO ACE R5,SOIBM3HD600022D,SAMSUNG MADISON,1858,,,30/01/2027,SUJITH,ARUN,SUJITH,ARUN,
676,OBG,ULTRASOUND,SSD-1400,M04637C#,ALOKA,1790,,,31/01/2027,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
677,OBG,ULTRASOUND,SONO ACER 5,SOIBM3HFB00022F,SAMSUNG ,1826,,,1/2/2027,NIXON,NIXON,NIXON,NIXON,
678,OBG,ULTRASOUND,SONOACER5,SOIBM3HD600021D,SAMSUNG,1849,,,2/2/2027,ARUN,SUJITH,ARUN,SUJITH,
679,OBG,ULTRASOUND,SonoaceR5,B26310300001163,samsung medison ,1836,,,3/2/2027,NIXON,NIXON,NIXON,NIXON,
680,OBG,ULTRASOUND,SONOACER5,B26310300001164,SAMSUNG MADISON,1866,,,4/2/2027,ARUN,SUJITH,ARUN,SUJITH,
681,OBG,ULTRASOUND,SONO ACE R5,SOIBM3HG300040X,SAMSUNG MADISON,1840,,,5/2/2027,ARUN,SUJITH,ARUN,SUJITH,
682,OBG,ULTRASOUND,SSD-1400,M04592C,Aloka Co.Ltd. Japan,1859,,,6/2/2027,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
683,OBG,ULTRASOUND,SSD-1400,M04586C,Aloka Co.Ltd. Japan,1860,,,7/2/2027,NIXON,NIXON,NIXON,NIXON,
684,OBG,ULTRASOUND,SONOACER5,SOIBM3HD600023X,SAMSUNG,1893,,,8/2/2027,ARUN,SUJITH,ARUN,SUJITH,
685,OBG,ULTRASOUND,SONOACER5,SOIBM3HG300036V,SAMSUNG,1894,,,9/2/2027,SUJITH,ARUN,SUJITH,ARUN,
686,OBG,ULTRASOUND,SSD-1400,M05210C,ALOKA,1904,,,10/2/2027,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,JAYAPRAKASH,
